track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,combined
niagara falls (foot or 2) [with travis scott & 21 savage],"travis scott, 21 savage, metro boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,"niagara falls (foot or 2) [with travis scott & 21 savage] travis scott, 21 savage, metro boomin"
yonaguni,bad bunny,1,2021,6,4,9644,28,1260594497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,yonaguni bad bunny
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,super freaky girl nicki minaj
running up that hill (a deal with god),kate bush,1,1985,9,16,21811,0,1024858327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,running up that hill (a deal with god) kate bush
dream on,aerosmith,1,1973,1,5,168,0,838586769,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,dream on aerosmith
limbo,freddie dredd,1,2022,8,11,688,0,199386237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,limbo freddie dredd
where are you now,"lost frequencies, calum scott",2,2021,7,30,10565,44,972509632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,"where are you now lost frequencies, calum scott"
worth nothing,"twisted, oliver tree",2,2022,9,28,1612,0,213438580,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,"worth nothing twisted, oliver tree"
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran
kick back,kenshi yonezu,1,2022,10,12,574,4,210038833,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,kick back kenshi yonezu
evergreen (you didnï¿½ï¿½ï¿½t deserve me a,omar apollo,1,2022,4,8,2499,0,227918678,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,evergreen (you didnï¿½ï¿½ï¿½t deserve me a omar apollo
good days,sza,1,2020,12,24,10426,2,826623384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,good days sza
levitating (feat. dababy),"dua lipa, dababy",2,2020,3,27,15894,8,1802514301,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,"levitating (feat. dababy) dua lipa, dababy"
woman,doja cat,1,2021,6,25,9424,0,1329090101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat
shut up my moms calling - (sped up),hotel ugly,1,2022,9,14,713,7,181831132,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,shut up my moms calling - (sped up) hotel ugly
ferrari,"james hype, miggy dela rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,"ferrari james hype, miggy dela rosa"
"you're on your own, kid",taylor swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,"you're on your own, kid taylor swift"
"kesariya (from ""brahmastra"")","pritam, arijit singh, amitabh bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,"kesariya (from ""brahmastra"") pritam, arijit singh, amitabh bhattacharya"
agudo mï¿½ï¿½gi,"styrx, utku inc, thezth",3,1930,1,1,323,0,90598517,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5,"agudo mï¿½ï¿½gi styrx, utku inc, thezth"
payphone,"maroon 5, wiz khalifa",2,2012,1,1,14143,4,1479264469,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,"payphone maroon 5, wiz khalifa"
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey
last christmas,wham!,1,1984,1,1,22153,0,1159176109,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,last christmas wham!
rockin' around the christmas tree,brenda lee,1,1958,1,1,14994,0,769213520,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,rockin' around the christmas tree brenda lee
jingle bell rock,bobby helms,1,1957,1,1,10326,0,741301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,jingle bell rock bobby helms
it's beginning to look a lot like christmas,michael bublï¿,1,2011,10,14,12353,0,807561936,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,it's beginning to look a lot like christmas michael bublï¿
santa tell me,ariana grande,1,2013,12,13,9408,0,834129063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,santa tell me ariana grande
it's the most wonderful time of the year,andy williams,1,1963,10,14,8879,0,663832097,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,it's the most wonderful time of the year andy williams
let it snow! let it snow! let it snow!,dean martin,1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,let it snow! let it snow! let it snow! dean martin
snowman,sia,1,2017,1,1,5140,0,690104769,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,snowman sia
underneath the tree,kelly clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,underneath the tree kelly clarkson
feliz navidad,josï¿½ï¿½ felic,1,1970,11,1,3788,0,520034544,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4,feliz navidad josï¿½ï¿½ felic
holly jolly christmas,michael bublï¿,1,2011,10,14,7655,0,476244795,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,holly jolly christmas michael bublï¿
mistletoe,justin bieber,1,2011,1,1,9577,0,629173063,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,mistletoe justin bieber
sleigh ride,the ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,sleigh ride the ronettes
seek & destroy,sza,1,2022,12,9,1007,0,98709329,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7,seek & destroy sza
love language,sza,1,2022,12,9,1127,0,110849052,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8,love language sza
happy xmas (war is over),"john lennon, the harlem community choir, the plastic ono band, yoko ono",4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3,"happy xmas (war is over) john lennon, the harlem community choir, the plastic ono band, yoko ono"
used (feat. don toliver),"sza, don toliver",2,2022,12,8,1042,0,94005786,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9,"used (feat. don toliver) sza, don toliver"
a holly jolly christmas - single version,burl ives,1,1952,1,1,7930,0,395591396,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3,a holly jolly christmas - single version burl ives
the christmas song (merry christmas to you) - remastered 1999,nat king cole,1,1946,11,1,11500,0,389771964,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4,the christmas song (merry christmas to you) - remastered 1999 nat king cole
wonderful christmastime - edited version / remastered 2011,paul mccartney,1,1979,11,16,1685,0,403939487,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3,wonderful christmastime - edited version / remastered 2011 paul mccartney
do they know it's christmas? - 1984 version,band aid,1,1984,11,25,14169,0,481697415,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3,do they know it's christmas? - 1984 version band aid
ghost in the machine (feat. phoebe bridgers),"sza, phoebe bridgers",2,2022,12,9,1634,0,110073250,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,"ghost in the machine (feat. phoebe bridgers) sza, phoebe bridgers"
special,sza,1,2022,12,9,906,0,88092256,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5,special sza
merry christmas everyone,shakin' stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,merry christmas everyone shakin' stevens
let it snow! let it snow! let it snow!,"frank sinatra, b. swanson quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,"let it snow! let it snow! let it snow! frank sinatra, b. swanson quartet"
sos,sza,1,2022,12,9,827,0,73981293,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,sos sza
open arms (feat. travis scott),"sza, travis scott",2,2022,12,8,1420,4,155653938,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,"open arms (feat. travis scott) sza, travis scott"
white christmas,"bing crosby, john scott trotter & his orchestra, ken darby singers",3,1942,1,1,11940,0,395591396,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,"white christmas bing crosby, john scott trotter & his orchestra, ken darby singers"
driving home for christmas - 2019 remaster,chris rea,1,1986,1,1,888,0,429504768,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4,driving home for christmas - 2019 remaster chris rea
christmas (baby please come home),darlene love,1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,christmas (baby please come home) darlene love
gone girl,sza,1,2022,12,9,892,0,65362788,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6,gone girl sza
f2f,sza,1,2022,12,9,989,0,67540165,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4,f2f sza
notice me,sza,1,2022,12,9,819,0,62019074,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,notice me sza
merry christmas,"ed sheeran, elton john",2,2017,11,10,2209,0,135723538,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4,"merry christmas ed sheeran, elton john"
it's beginning to look a lot like christmas (with mitchell ayres & his orchestra),"perry como, the fontane sisters, mitchell ayres & his orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5,"it's beginning to look a lot like christmas (with mitchell ayres & his orchestra) perry como, the fontane sisters, mitchell ayres & his orchestra"
my only wish (this year),britney spears,1,2000,11,7,6952,0,261116938,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3,my only wish (this year) britney spears
antidepresan,"mabel matiz, mert demir",2,2022,11,4,313,2,136689549,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,"antidepresan mabel matiz, mert demir"
wild flower (with youjeen),rm,1,2022,12,2,353,2,135611421,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9,wild flower (with youjeen) rm
i hate u,sza,1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,i hate u sza
raindrops (insane) [with travis scott],"travis scott, metro boomin",2,2022,12,2,880,0,110649992,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,"raindrops (insane) [with travis scott] travis scott, metro boomin"
spit in my face!,thxsomch,1,2022,10,31,573,0,301869854,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,spit in my face! thxsomch
deck the hall - remastered 1999,nat king cole,1,1959,1,1,3299,0,127027715,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4,deck the hall - remastered 1999 nat king cole
smoking on my ex pack,sza,1,2022,12,9,811,0,57144458,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38,smoking on my ex pack sza
conceited,sza,1,2022,12,9,899,0,56870689,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7,conceited sza
snow on the beach (feat. lana del rey),"taylor swift, lana del rey",2,2022,10,21,2415,0,323437194,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,"snow on the beach (feat. lana del rey) taylor swift, lana del rey"
maroon,taylor swift,1,2022,10,21,2304,0,317726339,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,maroon taylor swift
tubarï¿½ï¿½o te,"dj lk da escï¿½ï¿½cia, tchakabum, mc jhenny, m",4,2022,9,28,1003,0,116144341,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36,"tubarï¿½ï¿½o te dj lk da escï¿½ï¿½cia, tchakabum, mc jhenny, m"
bejeweled,taylor swift,1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,bejeweled taylor swift
tarot,"bad bunny, jhay cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,"tarot bad bunny, jhay cortez"
you make it feel like christmas (feat. blake shelton),"gwen stefani, blake shelton",2,2005,9,20,2577,0,180577478,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4,"you make it feel like christmas (feat. blake shelton) gwen stefani, blake shelton"
desesperados,"chencho corleone, rauw alejandro",2,2021,6,25,6821,34,809306935,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,"desesperados chencho corleone, rauw alejandro"
too late,sza,1,2022,12,8,714,0,49262961,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,too late sza
party,"bad bunny, rauw alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,"party bad bunny, rauw alejandro"
run rudolph run - single version,chuck berry,1,1958,1,1,8612,0,245350949,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8,run rudolph run - single version chuck berry
jingle bells - remastered 1999,frank sinatra,1,1957,1,1,4326,0,178660459,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5,jingle bells - remastered 1999 frank sinatra
far,sza,1,2022,12,9,680,0,51641685,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8,far sza
on time (with john legend),"john legend, metro boomin",2,2022,12,2,398,0,78139948,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6,"on time (with john legend) john legend, metro boomin"
gatï¿½ï¿½,"maldy, karol g",2,2022,8,25,3328,13,322336177,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,"gatï¿½ï¿½ maldy, karol g"
ýýýabcdefu,gayle,1,2021,8,13,7215,0,1007612429,170,12,575,18,,122,E,Major,70,42,54,30,0,37,5,ýýýabcdefu gayle
sacrifice,the weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,sacrifice the weeknd
is there someone else?,the weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,is there someone else? the weeknd
fingers crossed,"lauren spencer smith, lauren spencer smith, lauren spencer smith",3,2022,1,5,2235,0,349585590,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,"fingers crossed lauren spencer smith, lauren spencer smith, lauren spencer smith"
out of time,the weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,out of time the weeknd
do it to it,"cherish, acraze",2,2021,8,20,12403,0,674772936,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,"do it to it cherish, acraze"
we don't talk about bruno,"adassa, mauro castillo, stephanie beatriz, encanto - cast, rhenzy feliz, diane guerrero, carolina gaitan",7,2021,11,19,2785,0,432719968,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8,"we don't talk about bruno adassa, mauro castillo, stephanie beatriz, encanto - cast, rhenzy feliz, diane guerrero, carolina gaitan"
pepas,farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,pepas farruko
how do i make you love me?,the weeknd,1,2022,1,7,1915,0,119238316,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,how do i make you love me? the weeknd
gasoline,the weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,gasoline the weeknd
infinity,jaymes young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,infinity jaymes young
less than zero,the weeknd,1,2022,1,7,2800,0,200660871,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,less than zero the weeknd
take my breath,the weeknd,1,2021,8,6,2597,0,130655803,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,take my breath the weeknd
good 4 u,olivia rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,good 4 u olivia rodrigo
"here we goï¿½ï¿½ï¿½ again (feat. tyler, the cr","the weeknd, tyler, the creator",3,2022,1,7,1420,0,88103848,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,"here we goï¿½ï¿½ï¿½ again (feat. tyler, the cr the weeknd, tyler, the creator"
best friends,the weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,best friends the weeknd
kiss me more (feat. sza),"sza, doja cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,"kiss me more (feat. sza) sza, doja cat"
i heard you're married (feat. lil wayne),"the weeknd, lil wayne",2,2022,1,7,1178,0,91656026,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,"i heard you're married (feat. lil wayne) the weeknd, lil wayne"
need to know,doja cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,need to know doja cat
montero (call me by your name),lil nas x,1,2020,9,18,12329,0,1735441776,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15,montero (call me by your name) lil nas x
love nwantiti (ah ah ah),ckay,1,2019,7,26,5669,2,726837877,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,love nwantiti (ah ah ah) ckay
dawn fm,the weeknd,1,2022,1,7,811,0,53933526,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5,dawn fm the weeknd
surface pressure,jessica darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,surface pressure jessica darrow
starry eyes,the weeknd,1,2022,1,7,1014,0,74601456,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3,starry eyes the weeknd
thats what i want,lil nas x,1,2021,9,17,7963,0,920797189,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22,thats what i want lil nas x
one right now (with the weeknd),"the weeknd, post malone",2,2021,11,5,4771,0,539595276,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,"one right now (with the weeknd) the weeknd, post malone"
beggin,mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5,beggin mï¿½ï¿½ne
mon amour - remix,"aitana, zzoilo",2,2020,9,21,3221,2,578207856,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,"mon amour - remix aitana, zzoilo"
lo siento bb:/ (with bad bunny & julieta venegas),"julieta venegas, bad bunny, tainy",3,2021,10,5,3423,26,775542072,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,"lo siento bb:/ (with bad bunny & julieta venegas) julieta venegas, bad bunny, tainy"
money,lisa,1,2021,9,10,2566,13,863625566,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,money lisa
the motto,"tiï¿½ï¿½sto, ava",2,2021,11,4,9151,6,656013912,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,"the motto tiï¿½ï¿½sto, ava"
happier than ever,billie eilish,1,2021,7,30,8476,0,1056760045,138,133,283,0,,65,,Major,31,31,24,76,0,14,4,happier than ever billie eilish
moth to a flame (with the weeknd),"the weeknd, swedish house mafia",2,2021,10,22,7495,17,611994237,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4,"moth to a flame (with the weeknd) the weeknd, swedish house mafia"
traitor,"juan cruz toledo, huilen toledo",2,2021,5,21,5257,6,1230855859,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5,"traitor juan cruz toledo, huilen toledo"
toxic,boywithuke,1,2021,9,10,1795,0,582981380,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,toxic boywithuke
drivers license,olivia rodrigo,1,2021,1,8,12685,3,1858144199,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7,drivers license olivia rodrigo
malvadï¿½ï¿,"xamï¿½ï¿½, gustah, neo b",3,2021,11,30,648,1,240684449,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27,"malvadï¿½ï¿ xamï¿½ï¿½, gustah, neo b"
all too well (10 minute version) (taylor's version) (from the vault),taylor swift,1,2021,11,12,4635,5,583687007,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,all too well (10 minute version) (taylor's version) (from the vault) taylor swift
donï¿½ï¿½ï¿½t break my,the weeknd,1,2022,1,7,1184,0,63803529,1,5,6,0,0,122,A#,Major,77,25,62,34,0,23,3,donï¿½ï¿½ï¿½t break my the weeknd
oh my god,adele,1,2021,11,19,4431,0,466214729,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,oh my god adele
entre nosotros (remix) [con nicki nicole],"lit killah, maria becerra, tiago pzk, nicki nicole",4,2022,1,5,759,3,236940480,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4,"entre nosotros (remix) [con nicki nicole] lit killah, maria becerra, tiago pzk, nicki nicole"
a tale by quincy,the weeknd,1,2022,1,7,733,0,41924466,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11,a tale by quincy the weeknd
i am woman,emmy meli,1,2021,11,18,2795,0,225259194,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16,i am woman emmy meli
medallo,"justin quiles, lenny tavï¿½ï¿½rez, bl",3,2021,10,27,2780,2,393230256,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,"medallo justin quiles, lenny tavï¿½ï¿½rez, bl"
it'll be okay,shawn mendes,1,2021,12,1,1950,0,287201015,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,it'll be okay shawn mendes
softcore,the neighbourhood,1,2018,3,9,3947,12,599770206,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,softcore the neighbourhood
super gremlin,kodak black,1,2021,10,30,2551,0,342779426,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,super gremlin kodak black
volvï¿,"aventura, bad bunny",2,2021,8,3,5375,10,673801126,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,"volvï¿ aventura, bad bunny"
todo de ti,rauw alejandro,1,2020,11,2,11975,8,1168642797,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4,todo de ti rauw alejandro
love nwantiti - remix,"ckay, ax'el, dj yo!",3,2019,8,30,2696,0,540539717,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6,"love nwantiti - remix ckay, ax'el, dj yo!"
smokin out the window,"bruno mars, anderson .paak, silk sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,"smokin out the window bruno mars, anderson .paak, silk sonic"
meet me at our spot,"the anxiety, willow, tyler cole",3,2020,3,13,6734,0,530511203,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,"meet me at our spot the anxiety, willow, tyler cole"
every angel is terrifying,the weeknd,1,2022,1,7,715,0,37307967,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29,every angel is terrifying the weeknd
tacones rojos,sebastian yatra,1,2021,10,22,3047,9,510876816,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,tacones rojos sebastian yatra
peaches (feat. daniel caesar & giveon),"justin bieber, daniel caesar, giveon",3,2021,3,19,14140,0,1445941661,231,52,612,6,,90,,Major,63,49,68,38,0,42,18,"peaches (feat. daniel caesar & giveon) justin bieber, daniel caesar, giveon"
dakiti,"bad bunny, jhay cortez",2,2020,10,30,11215,21,1763363713,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5,"dakiti bad bunny, jhay cortez"
"tiago pzk: bzrp music sessions, vol. 48","bizarrap, tiago pzk",2,2021,12,29,1678,12,374191487,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,"tiago pzk: bzrp music sessions, vol. 48 bizarrap, tiago pzk"
lï¿½ï¿½ï¿,stromae,1,2022,1,9,2035,0,108809090,41,122,394,0,2,88,D,Minor,56,58,55,35,0,23,11,lï¿½ï¿½ï¿ stromae
nostï¿½ï¿½l,"chris brown, rvssian, rauw alejandro",3,2021,9,8,2780,2,436695353,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,"nostï¿½ï¿½l chris brown, rvssian, rauw alejandro"
better days (neiked x mae muller x polo g),"neiked, mae muller, polo g",3,2021,9,24,4091,0,421040617,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,"better days (neiked x mae muller x polo g) neiked, mae muller, polo g"
life goes on,oliver tree,1,2020,7,17,2868,0,501541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,life goes on oliver tree
sad girlz luv money remix (feat. kali uchis),"kali uchis, amaarae, moliy",3,2021,9,16,3643,0,354065229,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,"sad girlz luv money remix (feat. kali uchis) kali uchis, amaarae, moliy"
butter,bts,1,2021,5,21,4779,6,1143647827,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,butter bts
pushin p (feat. young thug),"young thug, future, gunna",3,2022,1,7,3517,0,311395144,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,"pushin p (feat. young thug) young thug, future, gunna"
you right,"doja cat, the weeknd",2,2021,6,24,5073,0,672656250,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,"you right doja cat, the weeknd"
deja vu,olivia rodrigo,1,2021,4,1,7545,4,1256880657,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9,deja vu olivia rodrigo
dynamite,bts,1,2020,8,21,8528,5,1692897992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10,dynamite bts
to the moon,jnr choi,1,2021,11,5,2979,0,245095641,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35,to the moon jnr choi
lost in the fire,"the weeknd, gesaffelstein",2,2019,1,11,7731,2,686734357,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,"lost in the fire the weeknd, gesaffelstein"
salimo de noche,"trueno, tiago pzk",2,2021,10,21,1057,0,261414174,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5,"salimo de noche trueno, tiago pzk"
volando - remix,"sech, bad bunny, mora",3,2021,7,8,3272,19,610045621,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,"volando - remix sech, bad bunny, mora"
leave the door open,"bruno mars, anderson .paak, silk sonic",3,2021,3,5,14417,0,1115880852,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3,"leave the door open bruno mars, anderson .paak, silk sonic"
knife talk (with 21 savage ft. project pat),"drake, project pat, 21 savage",3,2021,9,3,5199,0,594482982,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,"knife talk (with 21 savage ft. project pat) drake, project pat, 21 savage"
don't be shy,"tiï¿½ï¿½sto, kar",2,2021,8,1,6026,0,566954746,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,"don't be shy tiï¿½ï¿½sto, kar"
la fama (with the weeknd),"the weeknd, rosalï¿½",2,2021,11,11,4640,3,374706940,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5,"la fama (with the weeknd) the weeknd, rosalï¿½"
the family madrigal,"olga merediz, stephanie beatriz, encanto - cast",3,2021,11,19,1150,0,184937148,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36,"the family madrigal olga merediz, stephanie beatriz, encanto - cast"
phantom regret by jim,the weeknd,1,2022,1,7,768,0,31959571,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4,phantom regret by jim the weeknd
dos oruguitas,sebastian yatra,1,2021,11,19,925,0,167076418,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5,dos oruguitas sebastian yatra
freaks,surf curse,1,2015,5,10,3006,3,824420218,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,freaks surf curse
