date,track_name,artist_name,peak_position,weeks_on_chart,current_position
2014-07-01,Automatic,Miranda Lambert,35,18,92
2014-07-01,Wild Wild Love,Pitbull Featuring G.R.L.,30,17,93
2014-07-01,Song About A Girl,Eric Paslay,93,3,94
2014-07-01,Human,Christina Perri,31,20,95
2014-07-01,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,95,2,96
2014-07-01,V. 3005,Childish Gambino,94,3,97
2014-07-01,On Top Of The World,Imagine Dragons,79,20,98
2014-07-01,I Got A Car,George Strait,89,4,99
2014-07-01,West Coast,Lana Del Rey,17,2,100
2014-08-01,Rude,MAGIC!,1,13,1
2014-08-01,Fancy,Iggy Azalea Featuring Charli XCX,1,20,2
2014-08-01,Stay With Me,Sam Smith,3,15,3
2014-08-01,Problem,Ariana Grande Featuring Iggy Azalea,2,12,4
2014-08-01,Am I Wrong,Nico & Vinz,4,14,5
2014-08-01,All Of Me,John Legend,1,41,6
2014-08-01,Maps,Maroon 5,7,5,7
2014-08-01,Wiggle,Jason Derulo Featuring Snoop Dogg,5,12,8
2014-08-01,Latch,Disclosure Featuring Sam Smith,9,18,9
2014-08-01,Summer,Calvin Harris,7,18,10
2014-08-01,Chandelier,Sia,11,11,11
2014-08-01,Happy,Pharrell Williams,1,29,12
2014-08-01,Turn Down For What,DJ Snake & Lil Jon,4,30,13
2014-08-01,Boom Clap,Charli xcx,14,7,14
2014-08-01,Love Runs Out,OneRepublic,15,11,15
2014-08-01,Dark Horse,Katy Perry Featuring Juicy J,1,44,16
2014-08-01,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,17,12,17
2014-08-01,Shower,Becky G,18,7,18
2014-08-01,Classic,MKTO,14,23,19
2014-08-01,Dirt,Florida Georgia Line,11,2,20
2014-08-01,Break Free,Ariana Grande Featuring Zedd,15,3,21
2014-08-01,Rather Be,Clean Bandit Featuring Jess Glynne,22,6,22
2014-08-01,American Kids,Kenny Chesney,23,5,23
2014-08-01,Everything I Didn't Say,5 Seconds Of Summer,24,1,24
2014-08-01,2 On,Tinashe Featuring ScHoolboy Q,25,11,25
2014-08-01,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,9,27,26
2014-08-01,Drunk On A Plane,Dierks Bentley,27,10,27
2014-08-01,Ain't It Fun,Paramore,10,21,28
2014-08-01,Counting Stars,OneRepublic,2,57,29
2014-08-01,Really Don't Care,Demi Lovato Featuring Cher Lloyd,30,7,30
2014-08-01,Come With Me Now,KONGOS,31,16,31
2014-08-01,Pompeii,Bastille,5,49,32
2014-08-01,Talk Dirty,Jason Derulo Featuring 2 Chainz,3,31,33
2014-08-01,Na Na,Trey Songz,21,26,34
2014-08-01,Bartender,Lady Antebellum,35,9,35
2014-08-01,I Don't Dance,Lee Brice,36,14,36
2014-08-01,Believe Me,Lil Wayne Featuring Drake,26,8,37
2014-08-01,Not A Bad Thing,Justin Timberlake,8,21,38
2014-08-01,Word Crimes,"""Weird Al"" Yankovic",39,1,39
2014-08-01,Beachin',Jake Owen,26,17,40
2014-08-01,Yeah,Joe Nichols,41,13,41
2014-08-01,Me And My Broken Heart,Rixton,14,17,42
2014-08-01,We Dem Boyz,Wiz Khalifa,43,14,43
2014-08-01,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,15,24,44
2014-08-01,Black Widow,Iggy Azalea Featuring Rita Ora,45,3,45
2014-08-01,Pills N Potions,Nicki Minaj,24,9,46
2014-08-01,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,47,7,47
2014-08-01,Best Day Of My Life,American Authors,11,36,48
2014-08-01,A Sky Full Of Stars,Coldplay,10,12,49
2014-08-01,Habits (Stay High),Tove Lo,50,8,50
2014-08-01,Who I Am With You,Chris Young,48,13,51
2014-08-01,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,19,9,52
2014-08-01,Wasted,Tiesto Featuring Matthew Koma,49,7,53
2014-08-01,All About That Bass,Meghan Trainor,54,2,54
2014-08-01,Try,Colbie Caillat,55,2,55
2014-08-01,Sing,Ed Sheeran,13,15,56
2014-08-01,Play It Again,Luke Bryan,14,19,57
2014-08-01,Don't Tell 'Em,Jeremih Featuring YG,58,4,58
2014-08-01,No Mediocre,T.I. Featuring Iggy Azalea,58,5,59
2014-08-01,Come Get It Bae,Pharrell Williams,56,9,60
2014-08-01,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,48,18,61
2014-08-01,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,62,8,62
2014-08-01,Love Never Felt So Good,Michael Jackson & Justin Timberlake,9,12,63
2014-08-01,Leave The Night On,Sam Hunt,64,4,64
2014-08-01,I'm Ready,AJR,65,7,65
2014-08-01,River Bank,Brad Paisley,59,11,66
2014-08-01,Main Chick,Kid Ink Featuring Chris Brown,63,10,67
2014-08-01,Girls Chase Boys,Ingrid Michaelson,64,15,68
2014-08-01,We Are Tonight,Billy Currington,64,13,69
2014-08-01,Work,Iggy Azalea,54,12,70
2014-08-01,Dare (La La La),Shakira,53,9,71
2014-08-01,Cut Her Off,KCamp Featuring 2 Chainz,49,15,72
2014-08-01,"Where It's At (Yep, Yep)",Dustin Lynch,71,11,73
2014-08-01,She Looks So Perfect,5 Seconds Of Summer,24,16,74
2014-08-01,Riptide,Vance Joy,75,4,75
2014-08-01,V. 3005,Childish Gambino,76,7,76
2014-08-01,Trumpets,Jason Derulo,56,8,77
2014-08-01,My Eyes,Blake Shelton Featuring Gwen Sebastian,39,12,78
2014-08-01,Birthday,Katy Perry,17,15,79
2014-08-01,Tennis Court,Lorde,71,17,80
2014-08-01,Whiskey In My Water,Tyler Farr,52,17,81
2014-08-01,Who Do You Love?,YG Featuring Drake,54,19,82
2014-08-01,Good Kisser,Usher,65,11,83
2014-08-01,Cool Kids,Echosmith,84,2,84
2014-08-01,Trophies,Young Money Featuring Drake,50,20,85
2014-08-01,Ready Set Roll,Chase Rice,83,8,86
2014-08-01,Hope You Get Lonely Tonight,Cole Swindell,87,5,87
2014-08-01,Roller Coaster,Luke Bryan,88,1,88
2014-08-01,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,89,1,89
2014-08-01,Bo$$,Fifth Harmony,43,2,90
2014-08-01,Don't,Ed Sheeran,46,6,91
2014-08-01,Song About A Girl,Eric Paslay,85,7,92
2014-08-01,Fight Night,Migos,93,2,93
2014-08-01,Amnesia,5 Seconds Of Summer,16,3,94
2014-08-01,You & I (Nobody In The World),John Legend,66,2,95
2014-08-01,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,91,6,96
2014-08-01,Hideaway,Kiesza,97,1,97
2014-08-01,Foreign,Trey Songz,84,3,98
2014-08-01,Sunshine & Whiskey,Frankie Ballard,99,2,99
2014-08-01,She Twerkin,Ca$h Out,98,3,100
2014-09-01,Shake It Off,Taylor Swift,1,1,1
2014-09-01,Anaconda,Nicki Minaj,2,3,2
2014-09-01,All About That Bass,Meghan Trainor,2,7,3
2014-09-01,Stay With Me,Sam Smith,2,20,4
2014-09-01,Rude,MAGIC!,1,18,5
2014-09-01,Black Widow,Iggy Azalea Featuring Rita Ora,6,8,6
2014-09-01,Break Free,Ariana Grande Featuring Zedd,4,8,7
2014-09-01,Chandelier,Sia,8,16,8
2014-09-01,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",6,4,9
2014-09-01,Am I Wrong,Nico & Vinz,4,19,10
2014-09-01,Fancy,Iggy Azalea Featuring Charli XCX,1,25,11
2014-09-01,Boom Clap,Charli xcx,10,12,12
2014-09-01,Problem,Ariana Grande Featuring Iggy Azalea,2,17,13
2014-09-01,Maps,Maroon 5,6,10,14
2014-09-01,Rather Be,Clean Bandit Featuring Jess Glynne,13,11,15
2014-09-01,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,17,16
2014-09-01,Latch,Disclosure Featuring Sam Smith,7,23,17
2014-09-01,Don't Tell 'Em,Jeremih Featuring YG,18,9,18
2014-09-01,Shower,Becky G,16,12,19
2014-09-01,All Of Me,John Legend,1,46,20
2014-09-01,Happy,Pharrell Williams,1,34,21
2014-09-01,Burnin' It Down,Jason Aldean,12,5,22
2014-09-01,Habits (Stay High),Tove Lo,23,13,23
2014-09-01,Dirt,Florida Georgia Line,11,7,24
2014-09-01,Cool Kids,Echosmith,25,7,25
2014-09-01,Really Don't Care,Demi Lovato Featuring Cher Lloyd,26,12,26
2014-09-01,American Kids,Kenny Chesney,23,10,27
2014-09-01,Summer,Calvin Harris,7,23,28
2014-09-01,2 On,Tinashe Featuring ScHoolboy Q,24,16,29
2014-09-01,Dark Horse,Katy Perry Featuring Juicy J,1,49,30
2014-09-01,Love Runs Out,OneRepublic,15,16,31
2014-09-01,A Sky Full Of Stars,Coldplay,10,17,32
2014-09-01,Drunk On A Plane,Dierks Bentley,27,15,33
2014-09-01,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,9,32,34
2014-09-01,Bartender,Lady Antebellum,31,14,35
2014-09-01,This Is How We Do,Katy Perry,36,4,36
2014-09-01,New Flame,Chris Brown Featuring Usher & Rick Ross,37,6,37
2014-09-01,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,38,6,38
2014-09-01,No Mediocre,T.I. Featuring Iggy Azalea,39,10,39
2014-09-01,Wiggle,Jason Derulo Featuring Snoop Dogg,5,17,40
2014-09-01,Counting Stars,OneRepublic,2,62,41
2014-09-01,Turn Down For What,DJ Snake & Lil Jon,4,35,42
2014-09-01,Hot Boy,Bobby Shmurda,43,4,43
2014-09-01,Come With Me Now,KONGOS,31,21,44
2014-09-01,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,38,12,45
2014-09-01,Amnesia,5 Seconds Of Summer,16,8,46
2014-09-01,Don't,Ed Sheeran,46,11,47
2014-09-01,Leave The Night On,Sam Hunt,48,9,48
2014-09-01,We Dem Boyz,Wiz Khalifa,43,19,49
2014-09-01,Pills N Potions,Nicki Minaj,24,14,50
2014-09-01,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,41,13,51
2014-09-01,Girls Chase Boys,Ingrid Michaelson,52,20,52
2014-09-01,0 To 100 / The Catch Up,Drake,53,5,53
2014-09-01,Roller Coaster,Luke Bryan,53,6,54
2014-09-01,"Where It's At (Yep, Yep)",Dustin Lynch,55,16,55
2014-09-01,I Don't Dance,Lee Brice,33,19,56
2014-09-01,Believe Me,Lil Wayne Featuring Drake,26,13,57
2014-09-01,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,19,14,58
2014-09-01,Hope You Get Lonely Tonight,Cole Swindell,55,10,59
2014-09-01,Hideaway,Kiesza,60,6,60
2014-09-01,Riptide,Vance Joy,61,9,61
2014-09-01,No Flex Zone,Rae Sremmurd,62,4,62
2014-09-01,Ready Set Roll,Chase Rice,63,13,63
2014-09-01,Bo$$,Fifth Harmony,43,7,64
2014-09-01,River Bank,Brad Paisley,54,16,65
2014-09-01,Stolen Dance,Milky Chance,66,5,66
2014-09-01,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,67,11,67
2014-09-01,Fireball,Pitbull Featuring John Ryan,68,3,68
2014-09-01,Fight Night,Migos,69,7,69
2014-09-01,Yeah,Joe Nichols,41,18,70
2014-09-01,Main Chick,Kid Ink Featuring Chris Brown,60,15,71
2014-09-01,Sunshine & Whiskey,Frankie Ballard,72,7,72
2014-09-01,Work,Iggy Azalea,54,17,73
2014-09-01,Girl In A Country Song,Maddie & Tae,71,3,74
2014-09-01,V. 3005,Childish Gambino,70,12,75
2014-09-01,Love Never Felt So Good,Michael Jackson & Justin Timberlake,9,17,76
2014-09-01,I Will Never Let You Down,Rita Ora,77,4,77
2014-09-01,Sing,Ed Sheeran,13,20,78
2014-09-01,About The Money,T.I. Featuring Young Thug,79,3,79
2014-09-01,Trumpets,Jason Derulo,56,13,80
2014-09-01,Neon Light,Blake Shelton,81,1,81
2014-09-01,Day Drinking,Little Big Town,78,5,82
2014-09-01,Cut Her Off,KCamp Featuring 2 Chainz,49,20,83
2014-09-01,We Are Tonight,Billy Currington,60,18,84
2014-09-01,Hookah,Tyga Featuring Young Thug,85,2,85
2014-09-01,Animals,Maroon 5,86,1,86
2014-09-01,Take Me To Church,Hozier,87,2,87
2014-09-01,Waves,Mr. Probz,88,1,88
2014-09-01,Cold One,Eric Church,89,3,89
2014-09-01,Dust,Eli Young Band,90,5,90
2014-09-01,Good Kisser,Usher,65,16,91
2014-09-01,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",84,2,92
2014-09-01,Come Get It Bae,Pharrell Williams,23,14,93
2014-09-01,Wasted,Tiesto Featuring Matthew Koma,49,12,94
2014-09-01,Who I Am With You,Chris Young,48,18,95
2014-09-01,Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",96,1,96
2014-09-01,Later On,The Swon Brothers,97,2,97
2014-09-01,Foreign,Trey Songz,84,8,98
2014-09-01,Walk Thru,Rich Homie Quan Featuring Problem,99,1,99
2014-09-01,Dare (La La La),Shakira,53,11,100
2014-10-01,All About That Bass,Meghan Trainor,1,11,1
2014-10-01,Shake It Off,Taylor Swift,1,5,2
2014-10-01,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,8,3
2014-10-01,Anaconda,Nicki Minaj,2,7,4
2014-10-01,Black Widow,Iggy Azalea Featuring Rita Ora,4,12,5
2014-10-01,Stay With Me,Sam Smith,2,24,6
2014-10-01,Break Free,Ariana Grande Featuring Zedd,4,12,7
2014-10-01,Boom Clap,Charli xcx,8,16,8
2014-10-01,Chandelier,Sia,8,20,9
2014-10-01,Don't Tell 'Em,Jeremih Featuring YG,10,13,10
2014-10-01,Rather Be,Clean Bandit Featuring Jess Glynne,11,15,11
2014-10-01,Rude,MAGIC!,1,22,12
2014-10-01,Habits (Stay High),Tove Lo,13,17,13
2014-10-01,Maps,Maroon 5,6,14,14
2014-10-01,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,21,15
2014-10-01,Hot Boy,Bobby Shmurda,16,8,16
2014-10-01,Am I Wrong,Nico & Vinz,4,23,17
2014-10-01,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,18,1,18
2014-10-01,Cool Kids,Echosmith,19,11,19
2014-10-01,Fancy,Iggy Azalea Featuring Charli XCX,1,29,20
2014-10-01,Burnin' It Down,Jason Aldean,12,9,21
2014-10-01,Don't,Ed Sheeran,22,15,22
2014-10-01,Problem,Ariana Grande Featuring Iggy Azalea,2,21,23
2014-10-01,All Of Me,John Legend,1,50,24
2014-10-01,A Sky Full Of Stars,Coldplay,10,21,25
2014-10-01,This Is How We Do,Katy Perry,24,8,26
2014-10-01,New Flame,Chris Brown Featuring Usher & Rick Ross,27,10,27
2014-10-01,Dirt,Florida Georgia Line,11,11,28
2014-10-01,Happy,Pharrell Williams,1,38,29
2014-10-01,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,30,10,30
2014-10-01,Fireball,Pitbull Featuring John Ryan,31,7,31
2014-10-01,Latch,Disclosure Featuring Sam Smith,7,27,32
2014-10-01,Trumpets,Jason Derulo,33,17,33
2014-10-01,2 On,Tinashe Featuring ScHoolboy Q,24,20,34
2014-10-01,0 To 100 / The Catch Up,Drake,35,9,35
2014-10-01,Blame,Calvin Harris Featuring John Newman,31,2,36
2014-10-01,Amnesia,5 Seconds Of Summer,16,12,37
2014-10-01,No Flex Zone,Rae Sremmurd,36,8,38
2014-10-01,Shower,Becky G,16,16,39
2014-10-01,American Kids,Kenny Chesney,23,14,40
2014-10-01,No Mediocre,T.I. Featuring Iggy Azalea,33,14,41
2014-10-01,Leave The Night On,Sam Hunt,42,13,42
2014-10-01,Dark Horse,Katy Perry Featuring Juicy J,1,53,43
2014-10-01,Roller Coaster,Luke Bryan,43,10,44
2014-10-01,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,38,16,45
2014-10-01,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,9,36,46
2014-10-01,Counting Stars,OneRepublic,2,66,47
2014-10-01,"Where It's At (Yep, Yep)",Dustin Lynch,42,20,48
2014-10-01,Wiggle,Jason Derulo Featuring Snoop Dogg,5,21,49
2014-10-01,Hope You Get Lonely Tonight,Cole Swindell,50,14,50
2014-10-01,Animals,Maroon 5,51,5,51
2014-10-01,Waves,Mr. Probz,52,5,52
2014-10-01,Centuries,Fall Out Boy,22,2,53
2014-10-01,Riptide,Vance Joy,54,13,54
2014-10-01,Neon Light,Blake Shelton,55,5,55
2014-10-01,Bartender,Lady Antebellum,31,18,56
2014-10-01,Ready Set Roll,Chase Rice,57,17,57
2014-10-01,Stolen Dance,Milky Chance,58,9,58
2014-10-01,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,19,18,59
2014-10-01,Hideaway,Kiesza,51,10,60
2014-10-01,Love Runs Out,OneRepublic,15,20,61
2014-10-01,Believe Me,Lil Wayne Featuring Drake,26,17,62
2014-10-01,Gonna Know We Were Here,Jason Aldean,63,1,63
2014-10-01,About The Money,T.I. Featuring Young Thug,63,7,64
2014-10-01,Drunk On A Plane,Dierks Bentley,27,19,65
2014-10-01,Sunshine & Whiskey,Frankie Ballard,65,11,66
2014-10-01,V. 3005,Childish Gambino,67,16,67
2014-10-01,Girl In A Country Song,Maddie & Tae,67,7,68
2014-10-01,Really Don't Care,Demi Lovato Featuring Cher Lloyd,26,16,69
2014-10-01,Take Me To Church,Hozier,69,6,70
2014-10-01,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,41,17,71
2014-10-01,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,67,15,72
2014-10-01,No Love,August Alsina,73,1,73
2014-10-01,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,74,3,74
2014-10-01,Bo$$,Fifth Harmony,43,11,75
2014-10-01,Fight Night,Migos,69,11,76
2014-10-01,Secrets,Mary Lambert,77,3,77
2014-10-01,Day Drinking,Little Big Town,74,9,78
2014-10-01,Angel In Blue Jeans,Train,79,2,79
2014-10-01,Jealous,Nick Jonas,78,2,80
2014-10-01,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",81,3,81
2014-10-01,Somewhere In My Car,Keith Urban,80,4,82
2014-10-01,Sun Daze,Florida Georgia Line,83,1,83
2014-10-01,I'm Not The Only One,Sam Smith,69,3,84
2014-10-01,Walk Thru,Rich Homie Quan Featuring Problem,74,5,85
2014-10-01,24 Hours,TeeFLii Featuring 2 Chainz,86,4,86
2014-10-01,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,82,4,87
2014-10-01,Superheroes,The Script,88,1,88
2014-10-01,Pills N Potions,Nicki Minaj,24,18,89
2014-10-01,Hookah,Tyga Featuring Young Thug,85,6,90
2014-10-01,Try,Colbie Caillat,55,5,91
2014-10-01,Look At You,Big & Rich,92,3,92
2014-10-01,Main Chick,Kid Ink Featuring Chris Brown,60,19,93
2014-10-01,Later On,The Swon Brothers,88,6,94
2014-10-01,Dear Future Husband,Meghan Trainor,94,2,95
2014-10-01,Dust,Eli Young Band,79,9,96
2014-10-01,Bend Ova,Lil Jon Featuring Tyga,92,2,97
2014-10-01,X,Chris Brown,98,1,98
2014-10-01,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,99,1,99
2014-10-01,Foreign,Trey Songz,84,10,100
2014-11-01,All About That Bass,Meghan Trainor,1,15,1
2014-11-01,Shake It Off,Taylor Swift,1,9,2
2014-11-01,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,12,3
2014-11-01,Black Widow,Iggy Azalea Featuring Rita Ora,3,16,4
2014-11-01,Habits (Stay High),Tove Lo,4,21,5
2014-11-01,Don't Tell 'Em,Jeremih Featuring YG,6,17,6
2014-11-01,Animals,Maroon 5,7,9,7
2014-11-01,Stay With Me,Sam Smith,2,28,8
2014-11-01,Hot Boy,Bobby Shmurda,9,12,9
2014-11-01,Don't,Ed Sheeran,10,19,10
2014-11-01,Anaconda,Nicki Minaj,2,11,11
2014-11-01,Rather Be,Clean Bandit Featuring Jess Glynne,10,19,12
2014-11-01,Cool Kids,Echosmith,13,15,13
2014-11-01,Chandelier,Sia,8,24,14
2014-11-01,Trumpets,Jason Derulo,15,21,15
2014-11-01,Break Free,Ariana Grande Featuring Zedd,4,16,16
2014-11-01,Rude,MAGIC!,1,26,17
2014-11-01,Out Of The Woods,Taylor Swift,18,1,18
2014-11-01,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,19,14,19
2014-11-01,I'm Not The Only One,Sam Smith,20,7,20
2014-11-01,Boom Clap,Charli xcx,8,20,21
2014-11-01,Maps,Maroon 5,6,18,22
2014-11-01,Burnin' It Down,Jason Aldean,12,13,23
2014-11-01,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,25,24
2014-11-01,Am I Wrong,Nico & Vinz,4,27,25
2014-11-01,Blame,Calvin Harris Featuring John Newman,26,6,26
2014-11-01,Waves,Mr. Probz,27,9,27
2014-11-01,All Of Me,John Legend,1,54,28
2014-11-01,New Flame,Chris Brown Featuring Usher & Rick Ross,27,14,29
2014-11-01,Jealous,Nick Jonas,28,6,30
2014-11-01,Dirt,Florida Georgia Line,11,15,31
2014-11-01,Fireball,Pitbull Featuring John Ryan,30,11,32
2014-11-01,Take Me To Church,Hozier,33,10,33
2014-11-01,Centuries,Fall Out Boy,22,6,34
2014-11-01,Fancy,Iggy Azalea Featuring Charli XCX,1,33,35
2014-11-01,0 To 100 / The Catch Up,Drake,35,13,36
2014-11-01,A Sky Full Of Stars,Coldplay,10,25,37
2014-11-01,Leave The Night On,Sam Hunt,38,17,38
2014-11-01,Latch,Disclosure Featuring Sam Smith,7,31,39
2014-11-01,Steal My Girl,One Direction,13,3,40
2014-11-01,Happy,Pharrell Williams,1,42,41
2014-11-01,Amnesia,5 Seconds Of Summer,16,16,42
2014-11-01,2 On,Tinashe Featuring ScHoolboy Q,24,24,43
2014-11-01,Problem,Ariana Grande Featuring Iggy Azalea,2,25,44
2014-11-01,No Type,Rae Sremmurd,45,4,45
2014-11-01,Neon Light,Blake Shelton,43,9,46
2014-11-01,Riptide,Vance Joy,47,17,47
2014-11-01,I Don't F**k With You,Big Sean Featuring E-40,48,4,48
2014-11-01,Dark Horse,Katy Perry Featuring Juicy J,1,57,49
2014-11-01,No Flex Zone,Rae Sremmurd,36,12,50
2014-11-01,i,Kendrick Lamar,39,4,51
2014-11-01,About The Money,T.I. Featuring Young Thug,52,11,52
2014-11-01,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",53,7,53
2014-11-01,Stolen Dance,Milky Chance,54,13,54
2014-11-01,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,55,7,55
2014-11-01,No Mediocre,T.I. Featuring Iggy Azalea,33,18,56
2014-11-01,Love Me Harder,Ariana Grande & The Weeknd,57,2,57
2014-11-01,Ready Set Roll,Chase Rice,54,21,58
2014-11-01,Roller Coaster,Luke Bryan,43,14,59
2014-11-01,This Is How We Do,Katy Perry,24,12,60
2014-11-01,Shower,Becky G,16,20,61
2014-11-01,Tuesday,I LOVE MAKONNEN Featuring Drake,62,4,62
2014-11-01,Something In The Water,Carrie Underwood,24,3,63
2014-11-01,Girl In A Country Song,Maddie & Tae,62,11,64
2014-11-01,Sunshine & Whiskey,Frankie Ballard,61,15,65
2014-11-01,V. 3005,Childish Gambino,64,20,66
2014-11-01,Somewhere In My Car,Keith Urban,66,8,67
2014-11-01,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,38,20,68
2014-11-01,American Kids,Kenny Chesney,23,18,69
2014-11-01,Day Drinking,Little Big Town,70,13,70
2014-11-01,Secrets,Mary Lambert,71,7,71
2014-11-01,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,67,19,72
2014-11-01,Try,Colbie Caillat,55,9,73
2014-11-01,Hope You Get Lonely Tonight,Cole Swindell,50,18,74
2014-11-01,Superheroes,The Script,75,5,75
2014-11-01,Shotgun Rider,Tim McGraw,76,3,76
2014-11-01,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,76,8,77
2014-11-01,Heroes (We Could Be),Alesso Featuring Tove Lo,78,3,78
2014-11-01,Thinking Out Loud,Ed Sheeran,69,2,79
2014-11-01,Handsome & Wealthy,Migos,80,4,80
2014-11-01,L.A.LOVE (la la),Fergie,81,2,81
2014-11-01,In Your Arms,Nico & Vinz,82,1,82
2014-11-01,Perfect Storm,Brad Paisley,83,2,83
2014-11-01,Look At You,Big & Rich,82,7,84
2014-11-01,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,18,5,85
2014-11-01,Burnin' Up,Jessie J Featuring 2 Chainz,86,1,86
2014-11-01,Close Your Eyes,Parmalee,87,4,87
2014-11-01,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,88,5,88
2014-11-01,EW!,Jimmy Fallon Featuring will.i.am,26,2,89
2014-11-01,I'm Not Gonna Miss You,Glen Campbell,90,1,90
2014-11-01,No Love,August Alsina,73,5,91
2014-11-01,Fight Night,Migos,69,15,92
2014-11-01,Feelin' It,Scotty McCreery,93,4,93
2014-11-01,U Guessed It,OG Maco Featuring 2 Chainz,90,3,94
2014-11-01,Hookah,Tyga Featuring Young Thug,85,10,95
2014-11-01,Bobby Bitch,Bobby Shmurda,96,1,96
2014-11-01,Often,The Weeknd,97,1,97
2014-11-01,Bo$$,Fifth Harmony,43,15,98
2014-11-01,Drinking Class,Lee Brice,99,1,99
2014-11-01,Body Language,Kid Ink Featuring Usher & Tinashe,100,2,100
2014-12-01,Blank Space,Taylor Swift,1,4,1
2014-12-01,All About That Bass,Meghan Trainor,1,20,2
2014-12-01,Take Me To Church,Hozier,3,15,3
2014-12-01,Animals,Maroon 5,3,14,4
2014-12-01,Shake It Off,Taylor Swift,1,14,5
2014-12-01,Habits (Stay High),Tove Lo,3,26,6
2014-12-01,I'm Not The Only One,Sam Smith,7,12,7
2014-12-01,Jealous,Nick Jonas,8,11,8
2014-12-01,Love Me Harder,Ariana Grande & The Weeknd,7,7,9
2014-12-01,Don't,Ed Sheeran,9,24,10
2014-12-01,I Don't F**k With You,Big Sean Featuring E-40,11,9,11
2014-12-01,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,17,12
2014-12-01,Tuesday,I LOVE MAKONNEN Featuring Drake,12,9,13
2014-12-01,Waves,Mr. Probz,14,14,14
2014-12-01,Hot Boy,Bobby Shmurda,6,17,15
2014-12-01,No Type,Rae Sremmurd,16,9,16
2014-12-01,Trumpets,Jason Derulo,14,26,17
2014-12-01,Uptown Funk!,Mark Ronson Featuring Bruno Mars,18,2,18
2014-12-01,Lips Are Movin,Meghan Trainor,19,5,19
2014-12-01,The Heart Wants What It Wants,Selena Gomez,20,3,20
2014-12-01,Blame,Calvin Harris Featuring John Newman,19,11,21
2014-12-01,Don't Tell 'Em,Jeremih Featuring YG,6,22,22
2014-12-01,Black Widow,Iggy Azalea Featuring Rita Ora,3,21,23
2014-12-01,Stay With Me,Sam Smith,2,33,24
2014-12-01,Centuries,Fall Out Boy,22,11,25
2014-12-01,"Mary, Did You Know?",Pentatonix,26,1,26
2014-12-01,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,16,19,27
2014-12-01,Rather Be,Clean Bandit Featuring Jess Glynne,10,24,28
2014-12-01,Steal My Girl,One Direction,13,8,29
2014-12-01,Cool Kids,Echosmith,13,20,30
